lon lat veast_eu vnorth_eu seast snorth covassumed0 sta
111.52700 36.41400 4.39135 -2.20898 0.42306 0.39500 0 d343
111.67500 35.77200 4.72963 -2.09287 0.53145 0.33103 0 d345
111.84200 34.82600 5.29862 -2.09891 0.57113 0.38295 0 d346
112.06400 35.91200 5.11598 -2.05477 0.46799 0.47656 0 d349
112.46400 37.48600 4.41710 -1.60207 0.47044 0.35977 0 d352
112.45700 33.86500 5.23383 -2.23240 0.62598 0.60520 0 d353
110.55300 39.99500 3.02889 -1.28324 0.44824 0.52765 0 d359
112.22700 39.86000 3.31063 -1.15207 0.33559 0.29156 0 d361
110.90000 39.08100 4.05931 -1.41854 0.38945 0.48578 0 d366
111.96200 38.60500 3.80529 -1.79435 0.39525 0.39711 0 d369
110.28900 37.46200 5.02178 -1.72289 0.58964 0.39602 0 d373
110.96400 36.97700 4.19622 -1.28090 0.51842 0.48014 0 d374
111.37900 36.64300 4.83064 -1.81481 0.41875 0.33292 0 d376
110.75100 42.93200 2.44681 -1.74378 0.44457 0.47930 0 e384
112.72300 42.74300 2.25712 -1.37028 0.41149 0.71138 0 e386
111.22800 41.82700 2.48597 -1.16296 0.38353 0.38814 0 e397
110.35500 33.19600 5.59812 -2.25839 0.42103 0.34773 0 f355
110.59200 32.08400 5.59658 -2.04392 0.38888 0.31249 0 f412
112.31700 31.05200 6.22276 -2.10148 0.62271 0.37000 0 f429
113.27100 39.93400 3.33991 -1.06440 0.31030 0.39769 0 s002
112.99800 39.88200 3.04989 -1.45326 0.48048 0.25971 0 s003
113.77600 39.88300 3.89223 -1.41515 0.30737 0.20685 0 s005
113.05100 39.52200 3.47619 -2.14294 0.37577 0.21324 0 s006
112.50400 39.40900 3.59811 -1.48565 0.22266 0.18770 0 s007
113.05400 39.05300 3.66511 -1.76734 0.21564 0.29692 0 s009
112.52400 38.45700 3.97781 -1.78947 0.31666 0.22012 0 s012
113.37500 38.73900 3.61117 -2.24063 0.26168 0.19185 0 s013
113.02700 38.39200 3.69648 -2.10358 0.24542 0.25556 0 s014
112.74100 38.58800 3.87064 -2.07715 0.17391 0.20230 0 s015
112.39700 37.96600 4.10036 -1.70451 0.38656 0.41846 0 s017
112.32300 37.64200 4.08249 -1.67348 0.39742 0.20892 0 s018
111.50100 37.35700 4.19663 -1.38326 0.25925 0.28336 0 s019
112.82900 37.42500 3.62577 -1.70674 0.30784 0.19971 0 s022
112.25100 37.05200 3.85497 -0.70848 0.19391 0.37891 0 s024
111.69900 36.81800 4.30536 -1.55149 0.26572 0.35630 0 s025
111.88300 36.61600 4.26478 -2.12746 0.32231 0.18053 0 s026
111.80900 36.30400 4.79143 -2.00561 0.32754 0.26724 0 s027
111.09400 35.89500 5.03307 -1.97502 0.25017 0.15492 0 s030
110.54600 35.63300 4.69909 -1.82960 0.42182 0.79114 0 s032
111.53400 35.43200 4.63792 -1.93051 0.29827 0.48744 0 s034
112.81700 38.30700 3.81727 -2.15775 0.27072 0.31077 0 s035
110.78200 35.33400 4.57308 -1.48643 0.26219 0.19504 0 s036
110.88800 34.83000 4.67134 -2.08197 0.25530 0.17843 0 s039
108.77500 33.84900 6.10010 -1.96912 0.25366 0.21317 0 sn05
109.28400 34.12500 4.85280 -1.99238 0.45791 0.32851 0 sn07
109.35600 34.45200 5.44231 -2.31739 0.44521 0.41284 0 sn08
109.17600 34.78400 5.24559 -2.02351 0.32839 0.74267 0 sn09
109.52700 34.58500 4.99730 -1.91686 0.31648 0.30527 0 sn10
110.12200 34.92000 4.92664 -2.18920 0.28626 0.30390 0 sn12
110.52000 35.55600 5.26017 -2.07106 0.47335 0.19614 0 sn13
78.70400 33.19100 -1.60945 17.72050 2.95477 1.11775 0 muth
80.20000 30.20000 0.89528 24.81050 1.59141 2.39324 0 lilm
74.81417 34.10750 0.43354 28.79678 1.97315 1.99184 0 uoka
73.44387 33.12208 1.98905 28.48969 0.82027 1.03863 0 pk34
73.06403 33.67499 0.92262 27.25210 0.91767 0.25605 0 ps01
74.68900 36.31200 -3.95067 24.42674 1.43949 2.75846 0 pk24
72.95418 31.75459 1.53917 30.59542 0.62628 1.12308 0 chin
73.93535 33.93006 -0.17438 29.15046 0.66300 1.02917 0 dhul
72.79231 31.85637 1.77772 30.36196 0.77864 0.80200 0 lali
71.93300 34.57200 2.15290 26.92566 1.75320 0.68647 0 mala
73.39150 33.89516 -2.23830 27.38541 1.64414 1.04232 0 mure
71.85200 35.27200 -1.72339 22.37778 1.02689 1.77973 0 qlnd
73.75244 33.87085 -0.19864 30.16041 1.56321 1.03903 0 rawl
72.47233 32.26306 1.50170 31.10037 0.74918 0.36513 0 spur
49.42600 40.02500 5.09926 2.56435 1.35777 0.88816 0 shik
49.23700 39.81800 3.31534 6.96036 1.89344 1.80323 0 khid
49.12000 41.06600 0.19573 0.97358 0.88981 1.16436 0 siye
48.71700 39.49700 4.83659 12.48872 0.57991 0.71834 0 blvr
47.15700 38.98400 4.88082 12.20030 2.53540 1.59112 0 pirm
46.60300 38.17800 2.10835 10.96987 1.67638 2.75417 0 varz
44.42800 38.48900 -1.25980 13.08054 1.73036 1.62356 0 ghot
44.19000 41.18500 1.29431 4.81513 0.69730 1.09658 0 kiz0
26.08200 39.50100 -21.63874 -9.22137 0.95257 0.94999 0 aman
27.21400 40.17100 -20.81234 -9.12682 0.88524 0.89149 0 arak
26.91000 40.02900 -20.53464 -8.73385 0.89552 0.89106 0 bah1
26.31700 39.78500 -20.86959 -9.32447 0.91318 0.96244 0 ezin
28.77900 40.16700 -21.23926 -2.59690 0.89334 0.90161 0 haga
26.15700 39.73100 -21.69324 -9.30291 0.89363 0.90511 0 kest
26.21600 39.72600 -21.93532 -9.74319 0.91163 0.94301 0 krke
27.48600 37.81800 -20.45408 -19.06722 0.91278 0.85072 0 soke
106.49400 50.73700 0.58385 -1.37766 1.11545 0.95192 0 kiat
104.89300 51.84700 -1.57259 0.14027 1.10542 1.00243 0 list
106.01500 51.17100 0.32743 -1.71017 0.96127 0.96133 0 udun
22.55950 38.09233 -16.81027 -27.02816 2.33334 1.42295 0 ce02
22.19200 38.13000 -15.07252 -25.23150 1.40860 1.46048 0 u000
14.58600 45.25500 0.03075 2.57905 0.99519 0.71569 0 baka
12.05667 43.12833 -1.00382 2.38465 1.14211 0.89476 0 cdlg
27.64400 47.09000 -1.05868 -0.43108 0.55044 1.34895 0 ias3
18.38600 42.49900 0.96825 2.71090 1.13094 1.33984 0 ilin
16.45500 46.13100 0.41491 0.94025 0.69950 0.67782 0 kaln
16.59300 43.60000 0.20613 3.58166 0.84843 0.63278 0 kape
10.14600 44.03300 -0.20680 0.39230 1.43861 1.64025 0 masc
11.39800 44.22000 -0.81275 2.76767 1.11537 1.41370 0 smnt
12.67200 42.99700 0.59757 2.76287 0.42848 0.40928 0 spel
15.64400 43.65500 0.57140 3.14292 0.66898 0.68324 0 zirj
15.06200 44.96900 0.35816 2.82733 0.81401 0.65731 0 zuta
95.28588 22.04928 -0.81112 18.60193 2.29473 2.15641 0 kweh
96.53518 22.05962 -1.75515 0.02326 1.98057 1.21726 0 ywen
21.58000 38.01400 -16.07650 -24.33556 1.14315 2.13109 0 cg61
24.41000 37.36300 -18.07380 -26.16043 0.67076 0.80590 0 kyns
25.12600 39.85100 -15.91464 -12.70159 0.52882 0.52201 0 limn
24.54300 38.88700 -13.20277 -24.27190 0.82156 0.63698 0 nskr
23.42800 40.78900 -0.43297 -5.26001 0.75103 0.76861 0 soxo
24.62700 40.59300 -1.52856 -3.17512 0.87523 0.56407 0 thas
20.24900 39.14100 -0.32575 2.72937 0.77676 0.72811 0 apax
19.42900 39.86500 -2.72099 1.50889 0.75062 0.78027 0 othf
14.91900 38.10000 -1.48769 4.83851 1.22501 2.41123 0 foss
15.55333 38.24250 0.39566 3.97760 0.53564 0.88077 0 mm04
15.48800 38.07800 0.31072 4.07589 0.84641 0.69031 0 spla
96.32907 24.17743 -0.71676 0.71288 1.66156 0.90582 0 kath
96.04312 23.92917 0.46093 15.90297 1.76522 0.81241 0 pein
93.89674 21.38290 3.88075 26.03955 1.48991 1.49813 0 mind
35.98715 32.49270 -4.09404 12.90029 1.01392 1.61856 0 just
23.06800 42.72341 0.63348 -2.11969 0.80591 0.74543 0 bank
22.71820 42.67567 0.08858 -3.84275 0.74955 1.33462 0 dsec
23.92880 42.42698 -0.23950 -1.73332 0.64820 0.62938 0 muho
24.05520 42.29112 0.27702 -2.75561 0.95079 0.77489 0 vetr
38.21487 38.45618 -13.99986 10.36307 1.66682 0.74322 0 mlt1
117.09400 39.41100 1.97314 -1.08664 1.08415 0.99203 0 a109
119.89400 31.73800 5.15509 -0.70955 0.93213 0.89407 0 b012
115.96200 36.94300 4.36087 -1.24242 0.79547 0.72312 0 c020
108.94000 41.94800 2.81194 -1.59575 0.46453 0.36919 0 d308
108.68100 41.23100 1.61140 -1.54487 0.45824 0.43915 0 d311
109.53300 40.93200 2.76683 -1.46736 0.40011 0.48860 0 d313
109.72400 40.46400 3.35189 -0.63122 0.42615 0.45495 0 d314
108.84800 38.49800 4.01340 -1.51252 0.44506 0.39851 0 d370
108.57800 34.55600 6.05042 -1.97249 0.37294 0.30834 0 d382
107.76100 41.28900 2.92819 -1.68983 0.38934 0.41022 0 db01
23.76160 42.14140 0.31528 -2.81581 0.96700 0.65990 0 belm
13.12200 43.34800 0.92187 2.77262 0.55983 0.38410 0 cold
25.24295 45.41083 -1.47854 -0.97204 1.00870 0.60587 0 fun3
75.32500 34.29200 -0.52326 25.37063 0.96684 1.17503 0 son1
75.27183 34.10000 1.99930 27.49415 1.12574 1.21022 0 aruu
75.03283 33.59583 -0.65719 27.95792 2.61508 1.09063 0 maal
74.97400 34.35300 -1.34054 24.94279 0.86594 1.40303 0 nara
74.83700 34.12900 -1.11391 25.71231 0.21731 1.32039 0 conv
74.48400 34.09500 -1.40329 28.35892 0.57662 1.12606 0 mulg
91.23710 25.00042 11.12455 33.64467 0.85764 2.62352 0 jaml
37.57418 36.90121 -7.80043 12.21053 0.85289 1.06837 0 gaz1
