lon lat veast_eu vnorth_eu vup_itrf14 seast snorth sup covassumed0 covassumed0 covassumed0 sta
2.58731 48.84106 18.24374 16.23249 -0.21316 0.91280 0.90488 0.93750 0 0 0 mlvl
7.06108 45.76977 19.54701 15.50437 1.34860 0.97343 0.96868 1.02967 0 0 0 mrge
11.04210 45.89351 20.50651 16.58656 0.93120 0.92861 0.96478 1.14992 0 0 0 rove
12.97355 46.55722 21.00595 16.29519 1.33638 0.88286 0.89078 0.87400 0 0 0 zouf
19.20596 49.68669 20.84795 15.20204 0.10724 0.95350 1.05554 0.96911 0 0 0 zywi
86.71246 27.81338 37.54756 24.77959 3.13827 1.10903 1.68304 2.69172 0 0 0 sybc
22.83806 37.24433 6.34587 -13.35305 0.04126 0.94314 1.13914 1.32189 0 0 0 004a
24.91680 41.14021 24.00551 11.16528 0.07721 0.86304 0.98090 1.35187 0 0 0 duth
22.93094 37.94157 7.79162 -12.15134 0.39891 0.84536 0.89669 1.07507 0 0 0 kori
22.04582 38.20945 9.53385 -10.85259 -0.32162 0.90082 1.35583 2.62685 0 0 0 koun
22.20102 38.52899 11.81188 0.30408 0.31293 0.86650 1.01646 1.29430 0 0 0 lido
23.15539 37.26739 6.56918 -13.02144 -0.51623 0.93715 0.97004 1.11722 0 0 0 spet
27.39365 36.38043 12.56410 -16.49543 -0.81752 0.84279 0.91754 1.23814 0 0 0 tilo
20.58865 38.17683 17.08878 4.44366 -0.69810 0.79245 1.03721 1.56267 0 0 0 vlsm
19.28153 47.78960 22.17419 14.68299 -0.11638 0.83645 0.83727 0.82702 0 0 0 penc
8.76261 41.92744 21.03870 15.93424 0.37643 0.90556 0.89976 0.88592 0 0 0 ajac
11.38609 47.31291 20.78742 16.51404 1.49307 1.09998 1.11157 1.28594 0 0 0 hfl2
0.15527 48.01864 17.98332 16.56660 -0.00998 1.10147 1.07155 1.14592 0 0 0 man2
12.20304 46.13708 20.75631 16.58499 0.97705 0.98987 1.05818 1.02395 0 0 0 bl01
11.32785 44.48817 21.87153 18.48978 0.25672 1.24474 1.46622 1.51606 0 0 0 bolo
